customer_id,name,phone,monthly_income,monthly_expenses,current_emi,remaining_principal,remaining_tenure_months,annual_interest_rate,savings_balance,previous_savings_balance,deal_purchase_ratio,credit_utilization,late_payment_days_last_6m
CUST-0192,Rajesh Gupta,+91-9896783786,73726.65,41692.37,14706.11,165518.44,12,0.12,253776.39,249345.44,0.0845,0.1536,1
CUST-0193,Pooja Deshmukh,+91-9850216746,73747.06,65813.63,28435.22,1021719.45,48,0.15,70368.11,185388.49,0.7164,0.8426,25
CUST-0194,Karan Kapoor,+91-9842791816,96950.53,77023.79,46254.01,2055922.03,60,0.125,15544.63,33331.7,0.77,0.8134,5
CUST-0195,Sunita Kapoor,+91-9814300915,53048.91,27699.61,12366.8,139556.46,12,0.115,222771.84,250723.27,0.2437,0.2093,1
CUST-0196,Siddharth Kapoor,+91-9892129604,45998.38,20602.75,14624.35,642741.96,60,0.13,121021.4,136845.13,0.3358,0.5056,0
CUST-0197,Swati Kapoor,+91-9832802311,48583.41,36411.78,25312.25,1100061.75,60,0.135,9686.14,21043.33,0.904,0.8666,18
CUST-0198,Aditya Rao,+91-9871189402,93536.73,54376.35,26277.29,796860.81,36,0.115,438874.66,464249.91,0.1218,0.4562,0
CUST-0199,Divya Nair,+91-9828804536,73777.16,30826.87,15555.16,683650.84,60,0.13,117665.41,111816.82,0.447,0.3191,0
CUST-0200,Vikram Mukherjee,+91-9822084335,68096.05,42259.19,21200.94,964002.82,60,0.115,263858.95,285548.91,0.0502,0.4623,0
CUST-0201,Rajesh Gupta,+91-9824749151,59597.2,43481.99,28029.21,1191298.53,60,0.145,48022.58,187168.64,0.6777,0.8682,5
CUST-0202,Amit Mehta,+91-9825762512,83017.58,46846.66,20118.75,226438.08,12,0.12,309760.5,339434.38,0.2813,0.2881,2
CUST-0203,Swati Mehta,+91-9814622580,65741.2,36838.15,19420.7,873058.2,60,0.12,223454.16,226224.28,0.3855,0.4873,0
CUST-0204,Shreya Gupta,+91-9814672412,70151.43,36052.86,24090.5,741190.31,36,0.105,226835.5,248087.89,0.1787,0.3086,0
CUST-0205,Arjun Chatterjee,+91-9814394643,52662.75,31330.29,13181.65,399734.54,36,0.115,233586.95,264237.62,0.4094,0.2651,0
CUST-0206,Vikram Gupta,+91-9833216267,77150.83,34734.46,22878.29,1040271.91,60,0.115,150489.8,153675.82,0.2404,0.2322,0
CUST-0207,Aarav Kapoor,+91-9825512659,57218.06,27207.2,17176.17,670855.73,48,0.105,131536.45,149721.96,0.3029,0.1912,0
CUST-0208,Vikram Malhotra,+91-9892184132,51792.93,42711.29,20245.24,417542.57,24,0.15,10024.81,35224.23,0.7895,0.9202,12
CUST-0209,Shreya Chatterjee,+91-9819787557,64173.94,23916.03,21837.41,671869.65,36,0.105,87585.86,93700.14,0.3805,0.536,0
CUST-0210,Pooja Mukherjee,+91-9892162144,87445.99,45915.01,22311.95,662194.57,36,0.13,102960.17,101396.86,0.2946,0.5256,1
CUST-0211,Shreya Nair,+91-9810879459,62031.51,21997.52,16536.68,187600.07,12,0.105,135877.16,155105.98,0.508,0.5408,0
CUST-0212,Pooja Verma,+91-9872468785,60045.43,52510.65,31998.79,1360014.1,60,0.145,25941.81,80056.63,0.8453,0.7521,25
CUST-0213,Rajesh Gupta,+91-9864495608,60634.38,33118.39,19019.42,722242.76,48,0.12,85128.96,86933.2,0.4209,0.3888,0
CUST-0214,Meera Reddy,+91-9852796369,46838.36,27957.59,15763.08,692789.01,60,0.13,104985.08,112686.45,0.2753,0.2984,0
CUST-0215,Neha Gupta,+91-9840416728,68694.07,42048.8,19068.85,401096.24,24,0.13,213389.51,230431.74,0.4723,0.2704,1
CUST-0216,Arjun Nair,+91-9899595715,33717.95,24759.47,16609.19,489437.18,36,0.135,17665.32,76138.73,0.6802,0.8688,5
CUST-0217,Pooja Malhotra,+91-9844228244,87133.39,42160.4,27113.2,303560.57,12,0.13,392124.92,407284.98,0.2372,0.4991,1
CUST-0218,Gaurav Bhat,+91-9842377375,62000.71,36326.67,17139.68,193417.26,12,0.115,145521.73,144991.56,0.3445,0.2896,0
CUST-0219,Divya Iyer,+91-9898866217,67352.12,31948.8,10281.32,116636.17,12,0.105,150607.45,155459.83,0.0314,0.4463,1
CUST-0220,Priya Iyer,+91-9868630789,38857.89,17060.01,10035.98,113253.65,12,0.115,60853.98,68653.7,0.2228,0.3577,0
CUST-0221,Arjun Bhat,+91-9855874854,38468.59,27538.36,20848.92,886121.69,60,0.145,26395.4,80227.16,0.7658,0.8744,12
CUST-0222,Kavita Deshmukh,+91-9825438825,48222.71,38579.8,20851.1,623283.61,36,0.125,35963.72,119804.52,0.6812,0.8893,40
CUST-0223,Rahul Singh,+91-9860189143,67907.23,42014.37,12961.0,145877.02,12,0.12,186186.3,177551.87,0.0822,0.4014,0
CUST-0224,Meera Mukherjee,+91-9863972789,63525.12,32442.09,20151.66,227406.78,12,0.115,278482.22,291576.15,0.45,0.492,1
CUST-0225,Aditya Patel,+91-9867413770,69849.26,64298.49,27289.72,1147112.42,60,0.15,73442.79,218383.05,0.7963,0.9727,25
CUST-0226,Swati Mukherjee,+91-9865651376,49512.38,37760.16,25289.09,908674.36,48,0.15,56602.2,192314.36,0.7367,0.8006,18
CUST-0227,Gaurav Bhat,+91-9827127283,61977.19,47336.19,31997.18,1422227.37,60,0.125,31621.72,113204.87,0.6758,0.7738,5
CUST-0228,Ananya Rao,+91-9895130440,71951.46,42061.96,21610.58,454559.3,24,0.13,135715.49,147147.0,0.3599,0.5062,1
CUST-0229,Rajesh Singh,+91-9847432022,97035.35,58781.64,25067.07,527263.6,24,0.13,304592.64,333004.86,0.2249,0.236,2
CUST-0230,Deepika Chatterjee,+91-9840320939,59879.17,30980.18,15983.76,336204.25,24,0.13,164250.11,170845.61,0.1813,0.4047,0
CUST-0231,Aarav Bhat,+91-9893802796,48526.19,26515.33,15273.79,324467.0,24,0.12,208759.93,232627.37,0.1473,0.2369,1
CUST-0232,Divya Nair,+91-9848615932,87245.09,36906.33,22811.75,479824.88,24,0.13,176384.7,199241.3,0.1439,0.4802,0
CUST-0233,Kavita Gupta,+91-9810917472,86351.83,52450.7,30182.18,908710.15,36,0.12,138953.7,143433.33,0.3172,0.3765,0
CUST-0234,Meera Iyer,+91-9866986402,53386.04,34975.59,28471.88,587210.68,24,0.15,22026.73,51357.77,0.7881,0.7512,18
CUST-0235,Meera Iyer,+91-9898833876,65012.2,35203.89,19282.67,411668.14,24,0.115,115672.76,123280.33,0.2275,0.3974,0
CUST-0236,Vikram Patel,+91-9833877268,89374.33,48695.84,27784.94,1065005.65,48,0.115,318864.6,306323.53,0.5553,0.5267,1
CUST-0237,Deepika Iyer,+91-9824534056,99125.84,58789.31,23073.07,884398.29,48,0.115,290470.18,314739.58,0.2364,0.4853,2
CUST-0238,Swati Bhat,+91-9827021093,94963.01,47153.76,21877.33,994758.57,60,0.115,281421.3,282941.68,0.1955,0.1708,1
CUST-0239,Kavita Chatterjee,+91-9850468176,58040.77,35340.97,18992.02,584326.05,36,0.105,277116.22,312286.89,0.3748,0.3912,0
CUST-0240,Kavita Deshmukh,+91-9825624798,65452.11,25420.36,14366.83,645861.47,60,0.12,130574.69,141524.91,0.148,0.3165,0
CUST-0241,Priya Gupta,+91-9811534227,69783.81,65986.96,26741.46,1124066.44,60,0.15,9918.69,23695.04,0.706,0.895,40
CUST-0242,Shreya Malhotra,+91-9870637833,36939.17,16866.27,10520.23,410892.36,48,0.105,62044.66,70088.61,0.2315,0.4622,2
CUST-0243,Shreya Patel,+91-9823490091,62300.31,30394.78,13163.6,148157.33,12,0.12,76506.12,79086.01,0.1881,0.4608,0
CUST-0244,Aditya Deshmukh,+91-9839088574,74693.91,61156.88,37573.43,1579383.96,60,0.15,11122.81,36782.03,0.7771,0.9009,25
CUST-0245,Deepika Nair,+91-9817870907,70903.16,31797.94,17073.34,191153.83,12,0.13,101017.37,99934.86,0.3522,0.3458,2
CUST-0246,Ananya Malhotra,+91-9833266975,56173.38,21879.31,18028.32,819744.76,60,0.115,213273.34,223543.09,0.3666,0.3735,2
CUST-0247,Neha Bhat,+91-9822019231,64231.22,33209.82,20491.31,931736.3,60,0.115,319432.97,305073.65,0.091,0.4507,1
CUST-0248,Pooja Verma,+91-9820002707,109007.7,45741.45,22136.63,249149.52,12,0.12,162756.31,164186.91,0.2062,0.386,1
CUST-0249,Rajesh Malhotra,+91-9855422040,95581.75,48161.41,27796.77,1221670.83,60,0.13,242391.86,264600.86,0.2266,0.4086,0
CUST-0250,Swati Deshmukh,+91-9828707656,86254.17,50205.61,15066.89,577518.79,48,0.115,259798.89,269576.61,0.1717,0.245,0
CUST-0251,Aarav Kapoor,+91-9886635085,88216.07,36164.39,14212.05,427889.4,36,0.12,250747.29,250092.0,0.3758,0.1765,1
CUST-0252,Karan Singh,+91-9816662064,76708.04,34789.02,11968.05,362932.0,36,0.115,210659.57,239444.31,0.4897,0.4892,1
CUST-0253,Amit Mehta,+91-9897260739,71221.83,34662.65,20342.57,230775.92,12,0.105,168370.26,174621.68,0.3901,0.4898,0
CUST-0254,Sunita Singh,+91-9851888352,68441.11,27767.92,15365.15,588951.13,48,0.115,76696.56,74278.48,0.3877,0.3287,0
CUST-0255,Rohan Chatterjee,+91-9831588887,93089.92,53634.73,24722.65,733741.62,36,0.13,405760.8,446908.84,0.4385,0.5038,0
CUST-0256,Deepika Reddy,+91-9869366531,101210.45,56406.28,20679.99,233368.82,12,0.115,179676.22,182986.13,0.4281,0.3626,2
CUST-0257,Aditya Chatterjee,+91-9890281849,64309.21,53060.34,27525.89,822807.29,36,0.125,10975.79,27930.88,0.6541,0.8837,40
CUST-0258,Rohan Nair,+91-9813352214,95580.92,45234.35,25053.29,978514.77,48,0.105,131599.77,131703.41,0.1844,0.1869,2
CUST-0259,Vikram Mukherjee,+91-9898897082,81350.13,30992.73,15009.49,445465.33,36,0.13,130352.31,148297.02,0.5235,0.1701,0
CUST-0260,Deepika Sharma,+91-9897741878,60407.87,57195.95,28082.85,582034.94,24,0.145,55517.36,235635.59,0.8512,0.7676,18
CUST-0261,Karan Singh,+91-9890787463,55968.48,38999.44,28931.13,1257336.76,60,0.135,56403.69,192574.65,0.6993,0.7821,40
CUST-0262,Karan Sharma,+91-9881926775,65532.15,25268.75,22067.95,248376.43,12,0.12,184237.95,176229.46,0.0176,0.5385,0
CUST-0263,Sneha Bhat,+91-9835557004,76138.81,44318.24,12091.46,372016.88,36,0.105,249165.11,248242.2,0.072,0.5349,0
CUST-0264,Ananya Kapoor,+91-9811765317,47134.2,25803.52,7731.03,288175.56,48,0.13,73965.72,82505.84,0.2562,0.3728,2
CUST-0265,Kavita Rao,+91-9864702250,88410.74,32275.61,21476.97,463104.87,24,0.105,232974.05,240112.87,0.0853,0.4426,0
CUST-0266,Karan Reddy,+91-9897744964,59211.31,55241.34,23532.29,989170.01,60,0.15,56283.95,182990.01,0.7671,0.8074,12
CUST-0267,Siddharth Iyer,+91-9855278419,56837.47,51071.11,27996.39,1176816.72,60,0.15,28422.92,73465.92,0.7069,0.9472,18
CUST-0268,Divya Sharma,+91-9841148181,89860.62,38620.17,31277.47,962311.32,36,0.105,294680.02,318814.67,0.1194,0.3991,1
CUST-0269,Aditya Mehta,+91-9875320191,68187.47,35431.98,16259.33,347122.63,24,0.115,246001.37,267669.46,0.3161,0.244,1
CUST-0270,Suresh Nair,+91-9835514668,60711.63,26066.83,12505.29,263037.71,24,0.13,64094.74,72772.1,0.2908,0.4425,2
CUST-0271,Deepika Gupta,+91-9848689071,89373.07,31448.35,14512.14,436924.45,36,0.12,186016.94,204672.69,0.0633,0.3142,0
CUST-0272,Rajesh Deshmukh,+91-9833916796,75906.64,32474.12,12715.75,267464.47,24,0.13,107082.91,102811.57,0.0492,0.4151,0
CUST-0273,Vikram Kapoor,+91-9877178382,56438.6,29438.3,17557.28,528606.04,36,0.12,103040.16,100963.89,0.3518,0.1727,0
CUST-0274,Karan Patel,+91-9851505238,48722.57,20656.22,16819.35,644690.99,48,0.115,113097.5,114497.92,0.3186,0.3682,0
CUST-0275,Sunita Iyer,+91-9810287635,62470.71,22519.55,21736.77,988366.9,60,0.115,154913.81,162802.61,0.2752,0.3528,0
CUST-0276,Suresh Singh,+91-9831219187,59480.14,31859.44,16837.22,756918.0,60,0.12,224048.21,249736.38,0.406,0.1661,0
CUST-0277,Arjun Malhotra,+91-9842250847,84951.72,36181.61,27448.96,1042345.67,48,0.12,131511.55,150689.92,0.1614,0.3877,0
CUST-0278,Rajesh Singh,+91-9833213953,88420.85,42328.72,18142.59,203125.23,12,0.13,152280.42,165752.8,0.4581,0.174,1
CUST-0279,Divya Mukherjee,+91-9834465875,80507.55,38113.27,14111.15,304276.62,24,0.105,224684.86,249703.86,0.0494,0.4397,2
CUST-0280,Priya Deshmukh,+91-9892320668,73570.72,38816.28,13476.7,612783.16,60,0.115,207087.19,231516.04,0.292,0.4906,1
CUST-0281,Ananya Nair,+91-9825116926,76669.15,42391.01,21921.75,468010.36,24,0.115,182082.84,173019.2,0.2026,0.3874,2
CUST-0282,Neha Malhotra,+91-9857375247,57934.69,34829.11,10166.03,397057.95,48,0.105,235856.97,267386.22,0.1195,0.4619,0
CUST-0283,Aarav Iyer,+91-9853922786,92552.98,58983.04,24355.22,276297.33,12,0.105,156905.43,166284.38,0.4058,0.188,0
CUST-0284,Deepika Reddy,+91-9889622751,73041.04,69111.49,32051.92,670864.86,24,0.135,80818.93,362789.88,0.8073,0.9369,12
CUST-0285,Suresh Deshmukh,+91-9834928384,93089.34,41384.9,16443.49,488024.85,36,0.13,120136.52,128029.31,0.2984,0.35,2
CUST-0286,Karan Gupta,+91-9884954636,64836.74,47678.5,28437.83,601129.77,24,0.125,59368.26,147863.44,0.6839,0.9716,18
CUST-0287,Gaurav Gupta,+91-9853484059,90275.33,58014.71,22102.37,670256.04,36,0.115,226770.8,257727.04,0.3575,0.4112,0
CUST-0288,Aarav Patel,+91-9868077511,52120.84,29660.22,11621.1,349882.21,36,0.12,148522.64,146738.47,0.1779,0.1584,0
CUST-0289,Karan Mukherjee,+91-9898924540,93355.66,43763.37,28123.46,597437.59,24,0.12,227529.77,241203.02,0.0681,0.4763,1
CUST-0290,Amit Sharma,+91-9835476259,33882.89,22645.0,15242.58,547688.35,48,0.15,7248.35,31549.3,0.8856,0.854,5
CUST-0291,Amit Nair,+91-9862718185,62837.23,29475.97,15148.59,170948.25,12,0.115,213627.38,208729.14,0.5949,0.1945,0
CUST-0292,Swati Sharma,+91-9817834112,45805.69,39057.89,16380.91,696221.94,60,0.145,36509.7,92635.75,0.6613,0.8336,40
CUST-0293,Rohan Rao,+91-9817433980,79087.74,43776.45,21239.34,239680.98,12,0.115,147871.09,166466.45,0.0453,0.3595,2
CUST-0294,Meera Reddy,+91-9820698216,89009.18,33294.42,21839.98,814089.54,48,0.13,288294.38,319053.64,0.2623,0.5384,1
CUST-0295,Neha Nair,+91-9851163819,60231.7,49642.58,32355.72,677223.48,24,0.135,39771.01,160046.0,0.9066,0.7551,5
CUST-0296,Divya Iyer,+91-9865436107,37016.31,16068.8,6531.01,137373.93,24,0.13,36351.69,35380.8,0.2165,0.5122,0
CUST-0297,Arjun Mehta,+91-9861159930,92121.96,47572.35,29035.6,626090.44,24,0.105,268452.56,255812.05,0.1618,0.1557,0
CUST-0298,Siddharth Chatterjee,+91-9840535317,56455.06,46931.53,28382.13,1206298.39,60,0.145,21194.63,77705.96,0.6716,0.8516,18
CUST-0299,Amit Chatterjee,+91-9873539547,50026.61,30338.23,17033.21,505527.36,36,0.13,128745.63,127307.87,0.3318,0.2307,2
CUST-0300,Karan Iyer,+91-9884925048,116260.85,67819.99,36560.29,414757.51,12,0.105,368500.97,374425.84,0.0426,0.5436,0
